,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Team,Season,GP,W,L,T,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%,Conference,Playoff
10,10,10,10,Anaheim Ducks,20022003,82,40,27,9,6,95,0.579,34,40,0,203,193,2.48,2.35,16.1,87.4,14.7,89.8,27.4,29.0,55.2,West,1
11,11,11,11,Tampa Bay Lightning,20022003,82,36,25,16,5,93,0.5670000000000001,34,36,0,219,210,2.67,2.56,17.9,82.6,16.6,84.5,29.2,28.0,50.2,East,1
12,12,12,12,Washington Capitals,20022003,82,39,29,8,6,92,0.561,33,39,0,224,220,2.73,2.68,17.2,81.3,16.0,83.3,27.1,29.9,49.2,East,1
13,13,13,13,Edmonton Oilers,20022003,82,36,26,11,9,92,0.561,29,36,0,231,230,2.82,2.8,14.5,82.6,12.4,86.3,28.0,27.4,51.1,West,1
14,14,14,14,Boston Bruins,20022003,82,36,31,11,4,87,0.53,30,36,0,245,237,2.99,2.89,18.2,82.7,14.8,85.3,32.1,28.3,49.6,East,1
15,15,15,15,New York Islanders,20022003,82,35,34,11,2,83,0.506,30,35,0,224,231,2.73,2.82,15.1,83.5,13.8,86.4,29.6,28.3,51.1,East,1
16,16,16,16,Chicago Blackhawks,20022003,82,30,33,13,6,79,0.48200000000000004,26,30,0,207,226,2.52,2.76,12.7,84.8,10.1,87.0,27.8,28.6,50.1,West,0
17,17,17,17,Los Angeles Kings,20022003,82,33,37,6,6,78,0.47600000000000003,27,33,0,203,221,2.48,2.7,14.7,83.3,13.5,85.5,27.7,26.1,49.0,West,0
18,18,18,18,New York Rangers,20022003,82,32,36,10,4,78,0.47600000000000003,26,32,0,210,231,2.56,2.82,16.2,81.2,13.9,83.3,30.1,29.6,53.3,East,0
19,19,19,19,Phoenix Coyotes,20022003,82,31,35,11,5,78,0.47600000000000003,27,31,0,204,230,2.49,2.8,14.3,81.3,11.4,82.3,28.0,30.0,46.6,West,0
20,20,20,20,Montréal Canadiens,20022003,82,30,35,8,9,77,0.47,28,30,0,206,234,2.51,2.85,14.0,81.7,12.1,82.3,25.8,32.7,52.7,East,0
21,21,21,21,Calgary Flames,20022003,82,29,36,13,4,75,0.457,23,29,0,186,228,2.27,2.78,12.1,83.3,9.5,84.6,28.5,27.1,53.9,West,0
22,22,22,22,Atlanta Thrashers,20022003,82,31,39,7,5,74,0.451,24,31,0,226,284,2.76,3.46,17.3,81.7,13.5,83.9,26.4,31.6,45.9,East,0
23,23,23,23,Nashville Predators,20022003,82,27,35,13,7,74,0.451,22,27,0,183,206,2.23,2.51,13.9,82.7,12.0,83.3,28.2,27.5,48.5,West,0
24,24,24,24,San Jose Sharks,20022003,82,28,37,9,8,73,0.445,26,28,0,214,239,2.61,2.91,18.1,81.0,15.5,82.4,28.1,29.2,50.3,West,0
25,25,25,25,Buffalo Sabres,20022003,82,27,37,10,8,72,0.439,24,27,0,190,219,2.32,2.67,14.4,85.4,11.3,87.6,28.6,28.0,50.1,East,0
26,26,26,26,Florida Panthers,20022003,82,24,36,13,9,70,0.4270000000000001,20,24,0,176,237,2.15,2.89,14.1,81.5,11.5,83.4,27.2,33.2,46.2,East,0
27,27,27,27,Columbus Blue Jackets,20022003,82,29,42,8,3,69,0.42100000000000004,25,29,0,213,263,2.6,3.21,17.3,85.3,15.1,88.3,26.1,32.2,48.6,East,0
28,28,28,28,Pittsburgh Penguins,20022003,82,27,44,6,5,65,0.396,24,27,0,189,255,2.3,3.11,18.3,83.5,15.6,84.4,25.4,30.9,49.5,East,0
29,29,29,29,Carolina Hurricanes,20022003,82,22,43,11,6,61,0.3720000000000001,20,22,0,171,240,2.09,2.93,13.8,81.9,11.7,83.4,29.4,28.4,52.9,East,0
