,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Team,Season,GP,W,L,T,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%,Conference,Playoff
0,0,0,0,Boston Bruins,20192020,70,44,14,--,12,100,0.7140000000000001,38,44,0,227,167,3.24,2.39,25.2,84.3,22.1,86.6,32.1,30.0,51.0,East,1
1,1,1,1,St. Louis Blues,20192020,71,42,19,--,10,94,0.662,33,40,2,223,190,3.14,2.68,24.3,79.3,21.3,81.8,30.7,29.6,51.6,West,1
2,2,2,2,Tampa Bay Lightning,20192020,70,43,21,--,6,92,0.657,35,41,2,243,194,3.47,2.77,23.1,81.4,19.8,84.0,31.1,30.9,50.5,East,1
3,3,3,3,Colorado Avalanche,20192020,70,42,20,--,8,92,0.657,37,41,1,236,190,3.37,2.71,19.1,81.4,16.6,85.2,32.2,31.3,49.6,West,1
4,4,4,4,Washington Capitals,20192020,69,41,20,--,8,90,0.652,31,37,4,236,212,3.42,3.07,19.4,82.6,15.3,85.1,32.0,30.2,48.3,East,1
5,5,5,5,Philadelphia Flyers,20192020,69,41,21,--,7,89,0.645,31,36,5,227,191,3.29,2.77,20.8,81.8,18.1,85.7,31.4,28.7,54.6,East,1
6,6,6,6,Pittsburgh Penguins,20192020,69,40,23,--,6,86,0.623,29,37,3,221,196,3.2,2.84,19.9,82.1,17.5,85.3,31.9,29.7,48.9,East,0
7,7,7,7,Vegas Golden Knights,20192020,71,39,24,--,8,86,0.606,30,36,3,224,209,3.15,2.94,22.0,76.6,20.4,80.8,34.5,29.3,50.0,West,1
8,8,8,8,Edmonton Oilers,20192020,71,37,25,--,9,83,0.585,31,35,2,223,215,3.14,3.03,29.5,84.4,24.5,85.9,29.6,32.0,49.0,West,0
9,9,9,9,Dallas Stars,20192020,69,37,24,--,8,82,0.594,26,35,2,178,174,2.58,2.52,21.1,79.7,19.1,82.0,30.6,31.6,51.8,West,1
10,10,10,10,Carolina Hurricanes,20192020,68,38,25,--,5,81,0.596,27,33,5,217,193,3.19,2.84,22.3,84.0,20.4,88.1,33.3,29.3,50.5,East,1
11,11,11,11,Toronto Maple Leafs,20192020,70,36,25,--,9,81,0.579,28,35,1,237,222,3.39,3.17,23.1,77.7,19.5,80.3,32.9,31.9,52.5,East,0
12,12,12,12,Columbus Blue Jackets,20192020,70,33,22,--,15,81,0.579,25,33,0,180,183,2.57,2.61,16.4,81.7,13.8,83.4,32.5,29.9,48.5,East,1
13,13,13,13,Winnipeg Jets,20192020,71,37,28,--,6,80,0.563,30,34,3,213,201,3.0,2.83,20.5,77.6,19.0,81.0,31.3,32.6,50.1,West,0
14,14,14,14,New York Islanders,20192020,68,35,23,--,10,80,0.588,24,32,3,189,190,2.78,2.79,17.3,80.7,14.3,84.1,29.6,31.2,49.9,East,1
15,15,15,15,New York Rangers,20192020,70,37,28,--,5,79,0.564,31,36,1,233,220,3.33,3.14,22.9,77.4,20.3,80.9,31.1,34.0,46.6,East,0
16,16,16,16,Calgary Flames,20192020,70,36,27,--,7,79,0.564,25,30,6,204,214,2.91,3.06,21.2,82.1,16.6,85.2,31.6,32.4,49.1,West,1
17,17,17,17,Vancouver Canucks,20192020,69,36,27,--,6,78,0.565,27,32,4,224,214,3.25,3.1,24.2,80.5,22.5,82.8,31.2,33.3,54.0,West,1
18,18,18,18,Florida Panthers,20192020,69,35,26,--,8,78,0.565,30,32,3,228,224,3.3,3.25,21.3,78.5,19.0,80.7,32.7,32.3,50.3,East,0
19,19,19,19,Nashville Predators,20192020,69,35,26,--,8,78,0.565,28,32,3,212,214,3.07,3.1,17.3,76.1,13.7,78.9,33.1,31.3,52.3,West,0
20,20,20,20,Minnesota Wild,20192020,69,35,27,--,7,77,0.5579999999999999,30,33,2,218,217,3.16,3.14,21.3,77.2,18.5,78.6,30.1,30.7,48.4,West,0
21,21,21,21,Arizona Coyotes,20192020,70,33,29,--,8,74,0.529,26,28,5,190,183,2.71,2.61,19.2,82.7,16.8,85.3,31.7,32.4,49.1,West,1
