,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Team,Season,GP,W,L,T,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%,Conference,Playoff
0,0,0,0,Dallas Stars,19971998,82,49,22,11,--,109,0.665,44,49,0,242,167,2.95,2.04,20.0,88.0,17.7,91.2,26.8,22.8,54.9,West,1
1,1,1,1,New Jersey Devils,19971998,82,48,23,11,--,107,0.652,46,48,0,225,166,2.74,2.02,18.9,86.7,16.2,88.0,29.3,23.7,51.4,East,1
2,2,2,2,Detroit Red Wings,19971998,82,44,23,15,--,103,0.628,44,44,0,250,196,3.05,2.39,17.6,86.4,15.8,88.6,30.9,25.8,53.2,East,1
3,3,3,3,St. Louis Blues,19971998,82,45,29,8,--,98,0.598,43,45,0,256,204,3.12,2.49,16.9,86.7,15.8,89.9,26.9,24.1,51.0,West,1
4,4,4,4,Pittsburgh Penguins,19971998,82,40,24,18,--,98,0.598,37,40,0,228,188,2.78,2.29,16.5,86.4,12.5,89.6,26.5,26.9,49.7,East,1
5,5,5,5,Philadelphia Flyers,19971998,82,42,29,11,--,95,0.579,39,42,0,242,193,2.95,2.35,17.8,86.7,15.5,88.5,28.7,25.4,54.5,East,1
6,6,6,6,Colorado Avalanche,19971998,82,39,26,17,--,95,0.579,37,39,0,231,205,2.82,2.5,17.4,87.0,14.6,89.0,27.9,29.5,47.9,West,1
7,7,7,7,Washington Capitals,19971998,82,40,30,12,--,92,0.561,36,40,0,219,202,2.67,2.46,15.7,89.2,14.6,93.1,27.1,28.0,52.3,East,1
8,8,8,8,Boston Bruins,19971998,82,39,30,13,--,91,0.555,36,39,0,221,194,2.7,2.37,17.3,84.6,16.4,86.3,27.2,26.4,52.0,East,1
9,9,9,9,Buffalo Sabres,19971998,82,36,29,17,--,89,0.5429999999999999,33,36,0,211,187,2.57,2.28,12.9,84.3,9.9,87.9,26.5,31.2,47.4,East,1
10,10,10,10,Los Angeles Kings,19971998,82,38,33,11,--,87,0.53,35,38,0,227,225,2.77,2.74,14.2,84.2,10.9,86.7,26.8,30.3,51.2,West,1
11,11,11,11,Montréal Canadiens,19971998,82,37,32,13,--,87,0.53,34,37,0,235,208,2.87,2.54,18.3,84.5,16.1,87.8,27.8,26.0,50.0,East,1
12,12,12,12,Ottawa Senators,19971998,82,34,33,15,--,83,0.506,32,34,0,193,200,2.35,2.44,12.8,84.5,10.4,86.5,29.3,24.9,47.7,East,1
13,13,13,13,Phoenix Coyotes,19971998,82,35,35,12,--,82,0.5,35,35,0,224,227,2.73,2.77,14.8,83.8,13.3,86.3,27.7,27.1,50.0,West,1
14,14,14,14,Edmonton Oilers,19971998,82,35,37,10,--,80,0.488,32,35,0,215,224,2.62,2.73,15.9,83.7,13.7,86.2,28.7,28.2,46.6,West,1
15,15,15,15,San Jose Sharks,19971998,82,34,38,10,--,78,0.47600000000000003,34,34,0,210,216,2.56,2.63,13.5,85.2,12.3,87.7,26.5,24.6,49.5,West,1
16,16,16,16,Carolina Hurricanes,19971998,82,33,41,8,--,74,0.451,31,33,0,200,219,2.44,2.67,13.2,85.2,10.6,87.2,26.5,27.6,49.0,East,0
17,17,17,17,Chicago Blackhawks,19971998,82,30,39,13,--,73,0.445,29,30,0,192,199,2.34,2.43,13.0,84.8,11.6,88.2,27.8,26.7,50.4,West,0
18,18,18,18,New York Islanders,19971998,82,30,41,11,--,71,0.433,30,30,0,212,225,2.59,2.74,16.7,85.9,12.3,88.8,25.8,28.8,49.8,East,0
19,19,19,19,Toronto Maple Leafs,19971998,82,30,43,9,--,69,0.42100000000000004,29,30,0,194,237,2.37,2.89,11.4,86.6,7.8,87.9,27.7,28.7,49.8,East,0
20,20,20,20,New York Rangers,19971998,82,25,39,18,--,68,0.415,23,25,0,197,231,2.4,2.82,17.7,85.4,14.0,85.4,25.3,28.0,48.5,East,0
21,21,21,21,Calgary Flames,19971998,82,26,41,15,--,67,0.409,22,26,0,217,252,2.65,3.07,12.1,84.0,8.4,88.1,27.7,27.8,46.9,West,0
22,22,22,22,Anaheim Ducks,19971998,82,26,43,13,--,65,0.396,23,26,0,205,261,2.5,3.18,11.7,81.8,9.2,84.1,26.6,30.4,51.3,West,0
23,23,23,23,Vancouver Canucks,19971998,82,25,43,14,--,64,0.39,25,25,0,224,273,2.73,3.33,12.8,82.2,9.6,86.6,25.5,30.2,52.0,West,0
24,24,24,24,Florida Panthers,19971998,82,24,43,15,--,63,0.384,21,24,0,203,256,2.48,3.12,13.5,79.7,9.5,82.6,27.8,28.8,49.4,East,0
25,25,25,25,Tampa Bay Lightning,19971998,82,17,55,10,--,44,0.268,17,17,0,151,269,1.84,3.28,9.4,82.4,4.8,85.1,25.6,29.0,44.1,East,0
