,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Team,Season,GP,W,L,T,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%,Conference,Playoff
13,13,13,13,Edmonton Oilers,20052006,82,41,28,--,13,95,0.579,28,34,7,249,242,3.04,2.95,18.1,84.1,17.1,87.2,29.8,25.5,53.4,West,1
14,14,14,14,Montréal Canadiens,20052006,82,42,31,--,9,93,0.5670000000000001,33,40,2,241,244,2.94,2.98,19.2,81.1,17.9,83.2,30.1,30.6,49.3,East,1
15,15,15,15,Tampa Bay Lightning,20052006,82,43,33,--,6,92,0.561,31,37,6,246,256,3.0,3.12,16.7,81.5,14.4,84.4,31.6,27.6,50.1,East,1
16,16,16,16,Vancouver Canucks,20052006,82,42,32,--,8,92,0.561,34,38,4,252,251,3.07,3.06,18.3,81.8,16.4,83.0,28.8,30.1,48.1,West,0
17,17,17,17,Toronto Maple Leafs,20052006,82,41,33,--,8,90,0.5489999999999999,31,38,3,254,263,3.1,3.21,21.4,80.0,19.0,82.9,28.3,30.6,51.6,East,0
18,18,18,18,Atlanta Thrashers,20052006,82,41,33,--,8,90,0.5489999999999999,31,36,5,276,270,3.37,3.29,18.9,79.2,17.1,81.9,30.8,30.3,50.1,East,0
19,19,19,19,Los Angeles Kings,20052006,82,42,35,--,5,89,0.5429999999999999,32,36,6,243,269,2.96,3.28,14.2,78.7,12.0,81.8,29.2,30.0,49.9,West,0
20,20,20,20,Florida Panthers,20052006,82,37,34,--,11,85,0.518,25,33,4,236,252,2.88,3.07,15.3,82.3,12.4,83.3,33.2,34.8,50.7,East,0
21,21,21,21,Minnesota Wild,20052006,82,38,36,--,8,84,0.512,32,33,5,226,212,2.76,2.59,17.0,87.4,15.5,89.9,26.8,30.0,48.3,West,0
22,22,22,22,Phoenix Coyotes,20052006,82,38,39,--,5,81,0.494,28,34,4,242,268,2.95,3.27,17.7,80.9,15.7,82.7,28.3,30.2,49.2,West,0
23,23,23,23,New York Islanders,20052006,82,36,40,--,6,78,0.47600000000000003,24,27,9,221,275,2.7,3.35,16.9,79.2,13.6,80.3,30.3,31.1,48.7,East,0
24,24,24,24,Columbus Blue Jackets,20052006,82,35,43,--,4,74,0.451,21,27,8,215,276,2.62,3.37,14.2,81.8,12.4,83.8,27.4,33.7,49.4,East,0
25,25,25,25,Boston Bruins,20052006,82,29,37,--,16,74,0.451,23,27,2,228,258,2.78,3.15,14.8,83.7,12.4,85.6,30.6,32.1,52.0,East,0
26,26,26,26,Washington Capitals,20052006,82,29,41,--,12,70,0.4270000000000001,20,22,7,230,300,2.8,3.66,14.7,78.9,11.0,81.6,29.8,35.1,50.4,East,0
27,27,27,27,Chicago Blackhawks,20052006,82,26,43,--,13,65,0.396,17,24,2,209,279,2.55,3.4,12.2,83.9,9.4,85.0,30.2,29.5,48.9,West,0
28,28,28,28,Pittsburgh Penguins,20052006,82,22,46,--,14,58,0.354,17,21,1,243,310,2.96,3.78,19.0,78.8,15.8,81.2,28.0,33.2,45.9,East,0
29,29,29,29,St. Louis Blues,20052006,82,21,46,--,15,57,0.348,14,17,4,193,284,2.35,3.46,14.7,82.2,13.1,83.5,28.5,30.6,50.7,West,0
