,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Team,Season,GP,W,L,T,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%,Conference,Playoff
14,14,14,14,Pittsburgh Penguins,20142015,82,43,27,--,12,98,0.598,33,39,4,217,204,2.65,2.49,19.3,84.8,15.0,87.0,31.6,29.3,49.1,East,1
15,15,15,15,Calgary Flames,20142015,82,45,30,--,7,97,0.591,32,41,4,237,213,2.89,2.6,18.8,80.7,17.7,83.9,27.5,29.2,47.5,West,1
16,16,16,16,Boston Bruins,20142015,82,41,27,--,14,96,0.585,28,37,4,209,201,2.55,2.45,17.8,82.0,16.4,85.3,31.0,29.9,53.6,East,0
17,17,17,17,Los Angeles Kings,20142015,82,40,27,--,15,95,0.579,37,38,2,218,197,2.66,2.4,19.0,80.9,18.2,83.9,30.9,27.0,51.3,West,0
18,18,18,18,Dallas Stars,20142015,82,41,31,--,10,92,0.561,33,37,4,257,257,3.13,3.13,19.0,80.7,16.6,84.3,31.2,29.9,51.8,West,0
19,19,19,19,Florida Panthers,20142015,82,38,29,--,15,91,0.555,29,30,8,198,213,2.41,2.6,16.3,80.0,13.8,80.4,30.7,29.6,48.6,East,0
20,20,20,20,Colorado Avalanche,20142015,82,39,31,--,12,90,0.5489999999999999,27,29,10,209,223,2.55,2.72,15.0,84.7,14.2,86.3,27.9,33.2,50.8,West,0
21,21,21,21,Columbus Blue Jackets,20142015,82,42,35,--,5,89,0.5429999999999999,28,33,9,227,248,2.77,3.02,21.7,80.2,19.7,81.9,28.9,33.4,49.3,East,0
22,22,22,22,San Jose Sharks,20142015,82,40,33,--,9,89,0.5429999999999999,34,36,4,224,226,2.73,2.76,21.7,78.5,19.7,80.3,31.6,29.7,51.9,West,0
23,23,23,23,Philadelphia Flyers,20142015,82,33,31,--,18,84,0.512,25,30,3,212,223,2.59,2.72,23.4,77.1,21.1,78.2,29.4,30.3,51.1,East,0
24,24,24,24,New Jersey Devils,20142015,82,32,36,--,14,78,0.47600000000000003,26,27,5,176,209,2.15,2.55,19.3,80.6,15.6,83.2,24.5,30.7,47.3,East,0
25,25,25,25,Carolina Hurricanes,20142015,82,30,41,--,11,71,0.433,24,25,5,183,219,2.23,2.67,18.8,84.7,17.1,85.8,30.8,27.3,53.0,East,0
26,26,26,26,Toronto Maple Leafs,20142015,82,30,44,--,8,68,0.415,22,25,5,206,257,2.51,3.13,15.9,80.5,11.7,83.1,29.2,33.5,49.0,East,0
27,27,27,27,Edmonton Oilers,20142015,82,24,44,--,14,62,0.37799999999999995,17,19,5,193,276,2.35,3.37,17.7,76.7,14.7,78.5,28.4,30.0,48.2,West,0
28,28,28,28,Arizona Coyotes,20142015,82,24,50,--,8,56,0.341,14,19,5,165,267,2.01,3.26,20.0,76.7,17.0,78.1,29.2,33.2,51.9,West,0
29,29,29,29,Buffalo Sabres,20142015,82,23,51,--,8,54,0.32899999999999996,14,15,8,153,269,1.87,3.28,13.4,75.1,9.8,77.8,24.2,35.6,44.9,East,0
