,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Team,Season,GP,W,L,T,OT,P,P%,RW,ROW,S/O Win,GF,GA,GF/GP,GA/GP,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,FOW%,Conference,Playoff
20,20,20,20,Carolina Hurricanes,20172018,82,36,35,--,11,83,0.506,30,33,3,225,253,2.74,3.09,18.4,77.5,15.9,79.1,33.9,28.9,54.1,East,0
21,21,21,21,New York Islanders,20172018,82,35,37,--,10,80,0.488,25,32,3,261,293,3.18,3.57,23.2,73.2,18.8,75.3,31.4,35.6,48.9,East,0
22,22,22,22,Edmonton Oilers,20172018,82,36,40,--,6,78,0.47600000000000003,24,31,5,229,262,2.79,3.2,14.8,76.7,12.4,81.2,33.4,32.1,48.7,West,0
23,23,23,23,New York Rangers,20172018,82,34,39,--,9,77,0.47,24,31,3,228,263,2.78,3.21,21.2,81.4,19.1,83.4,31.0,35.3,49.3,East,0
24,24,24,24,Chicago Blackhawks,20172018,82,33,39,--,10,76,0.46299999999999997,26,32,1,228,254,2.78,3.1,16.0,79.2,13.4,81.3,34.1,32.9,49.3,West,0
25,25,25,25,Vancouver Canucks,20172018,82,31,40,--,11,73,0.445,25,31,0,218,259,2.66,3.16,21.5,78.3,17.4,80.8,30.0,32.2,49.5,West,0
26,26,26,26,Detroit Red Wings,20172018,82,30,39,--,13,73,0.445,22,25,5,212,254,2.59,3.1,17.5,77.5,15.4,81.0,30.4,31.9,48.9,East,0
27,27,27,27,Montréal Canadiens,20172018,82,29,40,--,13,71,0.433,24,27,2,207,258,2.52,3.15,21.2,74.1,18.8,76.8,32.8,32.3,47.6,East,0
28,28,28,28,Arizona Coyotes,20172018,82,29,41,--,12,70,0.4270000000000001,20,27,2,206,251,2.51,3.06,16.9,80.0,12.8,80.9,29.9,32.2,47.7,West,0
29,29,29,29,Ottawa Senators,20172018,82,28,43,--,11,67,0.409,18,26,2,219,284,2.67,3.46,16.6,76.2,14.2,77.9,30.7,33.1,50.3,East,0
30,30,30,30,Buffalo Sabres,20172018,82,25,45,--,12,62,0.37799999999999995,19,24,1,198,278,2.41,3.39,19.1,77.9,15.2,81.7,31.2,32.7,51.5,East,0
